,original_glcm_InverseVariance,original_glrlm_GrayLevelNonUniformityNormalized,original_shape_Elongation,original_shape_SurfaceVolumeRatio,original_glcm_Correlation,original_glrlm_RunLengthNonUniformity,original_glrlm_ShortRunEmphasis,original_shape_MajorAxisLength,original_shape_Maximum3DDiameter,original_gldm_GrayLevelNonUniformity,original_glcm_Idmn,original_shape_LeastAxisLength,original_glszm_ZoneEntropy,original_glrlm_GrayLevelNonUniformity,original_shape_MeshVolume,original_glrlm_RunPercentage,original_firstorder_Uniformity,original_glcm_JointEntropy,original_glcm_Imc1,original_shape_Maximum2DDiameterSlice,original_glcm_JointEnergy,original_shape_MinorAxisLength,original_glszm_GrayLevelNonUniformityNormalized,original_glcm_Idn,original_shape_SurfaceArea,original_glcm_MaximumProbability,original_shape_Sphericity,original_glrlm_LongRunEmphasis,original_glcm_Id,original_glrlm_RunEntropy,original_glrlm_RunVariance,original_shape_Flatness,original_glcm_Idm,original_glcm_SumEntropy,original_shape_VoxelVolume,original_glcm_MCC,original_firstorder_Kurtosis,original_gldm_DependenceNonUniformity,original_shape_Maximum2DDiameterColumn,original_ngtdm_Coarseness,original_glszm_LargeAreaHighGrayLevelEmphasis,original_firstorder_Entropy,original_shape_Maximum2DDiameterRow,original_ngtdm_Busyness,original_glszm_GrayLevelNonUniformity,original_gldm_LargeDependenceEmphasis,original_glcm_Imc2,original_gldm_DependenceEntropy,original_glrlm_RunLengthNonUniformityNormalized
Patient 77,0.170029761845113,0.0549956063575005,0.2194374737368752,1.068578557366145,0.3829621369980552,105.204002143206,0.9709259486277024,31.85303292973288,28.18533483923865,6.610169491525424,0.953303021534716,5.103975751352795,5.282365695300033,6.232192484210165,456.7133607083333,0.9595827900912648,0.0560183855214019,6.487167446722807,-0.5102524312562248,7.289581606649314,0.0123550991778773,6.989749076958081,0.0453061224489795,0.8589797775169783,488.0341041155547,0.0299710486971726,0.5876649159489862,1.156000043512355,0.2706276279191334,4.609664578337422,0.0656098187364899,0.1602351575943194,0.1803514224732575,4.75715399778746,511.028146,0.8626951956021238,2.584276906082637,35.16949152542373,28.13816269766027,0.0502379890304433,1629.042857142857,4.461644267057432,27.90110571285661,0.0476395450974452,3.171428571428572,5.593220338983051,0.9934802997199956,5.571540214782461,0.9274662071078
Patient 78,0.2291357326194264,0.0300015198943931,0.8162520360271505,0.1721539637700374,0.8050719588013501,14073.4824946815,0.9388635245907307,61.85979673112638,83.95686809308694,539.6610999777332,0.9888195668301089,39.05999343438994,7.423315295945899,494.9012156694408,77613.30191270923,0.9182981347310004,0.030041254730446,9.526954130434463,-0.1631559182358554,73.92728386732466,0.0018288939471412,50.49318503000758,0.0297884562783376,0.9289563438721774,13361.43756555352,0.0050733540372628,0.6585494295069129,1.292325751584058,0.3174258343257121,5.632518699248725,0.1043336962575316,0.6314277688975314,0.2273356214177414,6.10883986397512,77797.539108,0.8081483041204172,2.461030535427938,3233.095969717212,63.29775035496917,0.0008091414777421,20131.60060565276,5.19852732554887,72.19998476454133,1.281486283740265,177.0625841184388,13.05711422845691,0.8921074374377481,7.809838407527549,0.852346419835831
Patient 79,0.2494670775185901,0.0379894588132122,0.7909472003014084,0.2348353572080542,0.7608894104151704,4576.816526454869,0.928880873121982,45.00173483275318,52.96873039822646,238.0785667324129,0.9859699538170352,26.37716144375233,7.023181055199198,208.9814932114773,26196.14725962488,0.9041243109290448,0.0391319143215668,8.874477914846159,-0.1575477901339138,47.60604688482336,0.003391099118541,35.5939961746725,0.0348780570079271,0.9223218607399604,6151.7815991888,0.013584379111411,0.6933856208204203,1.359744743346671,0.3424559443563993,5.357879226955971,0.1325425354305694,0.5861365465527452,0.2565394114492217,5.704327893572999,26348.264748,0.777010501141741,2.582983663473573,958.8086785009862,50.92282788691139,0.0020455315264446,13374.23272727273,4.860934483465778,52.56592051890655,0.9712341584716748,67.14025974025974,17.33760683760684,0.8705936368839093,7.557363937260626,0.8309016308743348
Patient 8,0.281257646,0.039496668,0.527725923,0.250836403,0.836903636,5722.449978,0.923306376,64.1606943,68.8083992,311.3051196,0.991411043,28.66541992,7.292429081,275.7026025,33496.16267,0.897844887,0.040044394,8.740808398,-0.193868419,48.38107998,0.003415937,33.85926165,0.034993101,0.936447271,8402.056948,0.009928795,0.598083574,1.380310062,0.369288044,5.392592668,0.136581576,0.446775401,0.282974476,5.765022447,33667.22718,0.841919367,3.099984048,1182.563674,57.62920267,0.001855926,31421.04659,4.86746533,62.91884455,0.787550497,68.34152586,17.68124518,0.911878132,7.652404692,0.818820882
Patient 80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patient 81,0.3078175979845091,0.0463961023792568,0.7269269326658624,0.2027269034516805,0.7893132385798106,8322.266740829094,0.9087974619217134,62.72778526577135,80.26819108463825,567.3298040850354,0.9916857699560852,30.46147641764339,7.016297782928839,488.4260074505692,51762.71217412511,0.877545130984064,0.0472971908366015,8.276621841808376,-0.1761811029072571,63.65353485863923,0.0047343846933285,45.59851653617005,0.0410844427016959,0.9388164363378364,10493.69435332099,0.0125852803742203,0.6400792223861171,1.485212836235427,0.3969720673967375,5.196015244978033,0.1808377674520049,0.4856137720880972,0.3155356118869875,5.44749568908864,51947.31026499999,0.8088639887953805,2.958508902175871,1545.583076281784,62.72853337995397,0.0011200296988198,70577.83287128713,4.585129744320479,78.73085608578126,1.504029378272921,103.7382178217822,23.92738641100458,0.8827639884585985,7.599788572684419,0.7891288466538617
Patient 82,0.2688993715790967,0.036630436794165,0.3695630690472721,0.1947291778998741,0.8038350322015546,10212.1385550926,0.922983189601424,95.47411776264128,104.4981291698564,511.7045274598719,0.9896235995381956,30.17975343719436,7.207259914420581,456.2682075400822,59932.84683741653,0.8965721531042197,0.0368318237572786,8.914016204570519,-0.1751605636929089,47.5222579429892,0.002856540557799,35.28370797494239,0.0376463947991748,0.9323789750284488,11670.67399384919,0.0097748258343452,0.6345971611938849,1.392065843898074,0.3589425397471552,5.404611776917412,0.1436233110860011,0.3161040305418103,0.2731822793764181,5.802860729907741,60167.068071,0.8135273029116081,2.279648750283092,2076.944288490607,82.5366076356425,0.0009929398022829,33129.59633027523,4.881061825781404,104.1415661491606,1.372388358027442,139.517539125742,18.86568775642409,0.8920576829159952,7.75022581737398,0.8185090235717466
Patient 83,0.237903448667522,0.0373168412589319,0.4361884339503499,0.2071033346906248,0.7830612319908032,8393.265300223882,0.9375155832283912,79.99848789989731,82.93801360051975,406.8349577647823,0.9903722150616356,27.70823463772095,7.361500542158584,368.2803848947576,46466.9303842918,0.9160793722197232,0.0377643142824452,9.17736304398704,-0.1549111535441136,43.03323483076772,0.0025548165154567,34.89441515545222,0.0327033353347081,0.9330159533628054,9623.45623542395,0.0078532761498771,0.6495048096730154,1.30385332179382,0.3266995812153105,5.423660628610983,0.1095087796195562,0.3463594795990702,0.2363816088839134,5.877433094562703,46655.137431,0.7919027476390196,3.313302820284477,1911.129026269377,70.37372805244866,0.0012179580279732,17627.33038348082,4.971623015999851,79.73682775230024,0.7783834566316702,110.8643067846608,13.36071660633064,0.874835963536021,7.599993318240402,0.8495447432934768
Patient 84,0.2342794426776713,0.0350559010198686,0.7587558269983912,0.2044328411861542,0.7868067645694595,6041.635825932708,0.9382842707299156,46.11924185277115,54.50150640119959,278.934290518691,0.9881845634926412,30.8164141646539,7.25527272527975,248.5984634778413,33340.43622729168,0.9172562013074236,0.0360799754907115,9.248732651260902,-0.1604568042585339,45.40654578362023,0.0028033705173698,34.99324349253819,0.0285798963941993,0.9291857164225228,6815.880104331022,0.0113407622432405,0.7349814317760179,1.297196997046697,0.3209727081815439,5.539311988400722,0.1063562388160913,0.6681899555727899,0.2325476287423376,5.909229758216961,33481.00505699999,0.8032341998385105,3.54150053962677,1355.88604320269,52.61644039651485,0.001611159517389,18700.33848473426,5.08930739795913,53.6168425030792,0.8226091595456733,75.82246513381078,13.66770146164791,0.8826942340634065,7.638456603613915,0.8511642128275548
Patient 85,0.2577278837767245,0.0521666366195292,0.9342422934963824,0.2592499661542376,0.6615828003864959,3714.587068725314,0.9329404505859192,38.85929362682874,48.46338411625833,257.2678203543469,0.9860850179092272,24.52756009340205,6.936385310794165,230.5993015364272,20892.24531916659,0.9106525942125449,0.0530011990841258,8.383815616597454,-0.1174970029610213,47.01638863205042,0.0043055495200905,36.30399560157783,0.0428487535252039,0.9196193718231476,5416.313891879969,0.0119745882982807,0.6772833156252118,1.323722139330547,0.3467175908333736,4.965716444524928,0.1151824151089799,0.6311890362430069,0.2568604039730454,5.303616404057037,21021.445938,0.6783299899800568,3.842214642758843,826.9472599917593,43.03323483076772,0.0021062920211208,14901.18934485241,4.489639495586798,45.31869040473257,0.8466288597062785,59.51691864650828,14.41285537700865,0.7871348026490584,7.116104044413909,0.8394210514894126
Patient 86,0.2358765939975077,0.0332693225103587,0.6073448173311871,0.218046208566713,0.7904231485721647,6967.191899274219,0.938018107311992,61.3451360144434,71.75703589195975,298.6907216494845,0.9860110549185226,27.73255689757989,7.132133311039206,272.1713525073453,38466.23619737496,0.91674137158225,0.0334704977195746,9.202258043193815,-0.1623688149032478,45.31869040473257,0.0022791770230707,37.25765042684895,0.0333130860723592,0.9202331044535697,8387.416960669269,0.0072498590493015,0.6570156084115532,1.302283472648706,0.3251850341088004,5.470406991780255,0.1095616862588853,0.4520742588467063,0.2350260689512447,5.908268850347543,38647.586228,0.8038611701211548,2.33089806236859,1564.373599282833,70.22254908503392,0.00150126777977,15668.75647138965,5.031797672671516,62.28221254900952,0.9799443787347154,97.80722070844686,13.4657104437472,0.8827440920765356,7.616804985830076,0.8506632114560501
Patient 9,0.207455512,0.034989708,0.457857,0.328650128,0.682058885,2075.8997,0.949664878,46.95371187,53.49281541,89.02287066,0.979469228,16.90762181,6.798596601,82.70352413,10864.76154,0.932085659,0.035103656,9.125415172,-0.145332606,29.52055555,0.002281373,21.49808567,0.035458573,0.904495419,3570.705272,0.007705374,0.664370365,1.241723211,0.297435322,5.310370308,0.087164229,0.360091271,0.206781222,5.792500052,10982.77439,0.691882119,2.272062357,523.4834385,46.01683714,0.004469682,5961.746602,4.954473685,53.39338629,0.393926763,36.5223301,10.20899054,0.853776004,7.253328929,0.877035518
