,original_glcm_InverseVariance,original_glrlm_GrayLevelNonUniformityNormalized,original_shape_Elongation,original_shape_SurfaceVolumeRatio,original_glcm_Correlation,original_glrlm_RunLengthNonUniformity,original_glrlm_ShortRunEmphasis,original_shape_MajorAxisLength,original_shape_Maximum3DDiameter,original_gldm_GrayLevelNonUniformity,original_glcm_Idmn,original_shape_LeastAxisLength,original_glszm_ZoneEntropy,original_glrlm_GrayLevelNonUniformity,original_shape_MeshVolume,original_glrlm_RunPercentage,original_firstorder_Uniformity,original_glcm_JointEntropy,original_glcm_Imc1,original_shape_Maximum2DDiameterSlice,original_glcm_JointEnergy,original_shape_MinorAxisLength,original_glszm_GrayLevelNonUniformityNormalized,original_glcm_Idn,original_shape_SurfaceArea,original_glcm_MaximumProbability,original_shape_Sphericity,original_glrlm_LongRunEmphasis,original_glcm_Id,original_glrlm_RunEntropy,original_glrlm_RunVariance,original_shape_Flatness,original_glcm_Idm,original_glcm_SumEntropy,original_shape_VoxelVolume,original_glcm_MCC,original_firstorder_Kurtosis,original_gldm_DependenceNonUniformity,original_shape_Maximum2DDiameterColumn,original_ngtdm_Coarseness,original_glszm_LargeAreaHighGrayLevelEmphasis,original_firstorder_Entropy,original_shape_Maximum2DDiameterRow,original_ngtdm_Busyness,original_glszm_GrayLevelNonUniformity,original_gldm_LargeDependenceEmphasis,original_glcm_Imc2,original_gldm_DependenceEntropy,original_glrlm_RunLengthNonUniformityNormalized
Patient 79,0.2630850313856057,0.0391726845896321,0.8148560523556481,0.2328505571062591,0.7729005226575507,4518.204153936093,0.9269644568437312,44.01191882015274,52.08353770626569,244.9276033057851,0.9877991408831884,26.62589070810951,7.008463680500233,213.6491716562268,26051.06723512485,0.9013477431659253,0.040483901372857,8.819035795227187,-0.1647463684356427,47.60604688482336,0.0036804315491491,35.86337842638691,0.0350896446510376,0.9279625594383668,6066.005518911436,0.0138567433579207,0.7005917247736508,1.372671990065552,0.3512950901571084,5.357513421726655,0.1372350862259963,0.6049700040780249,0.2666981877498235,5.709020774714446,26201.01935,0.7829724761992232,2.864796168295839,921.4763636363635,50.92282788691139,0.0021058982107672,17702.64281900694,4.846193022124501,51.1570767343092,0.8249514124371315,65.72290443139349,18.15702479338843,0.8797286194844509,7.56664439112997,0.8271424414848456
Patient 8,0.265814089,0.044527623,0.517972308,0.250960636,0.746927112,5855.360502,0.927143802,65.2723995,68.8083992,356.3836141,0.99055783,28.58613252,7.063476182,314.8563319,33762.50361,0.902275494,0.045480298,8.681077047,-0.146065475,48.38107998,0.003778674,33.80929542,0.03878448,0.935006223,8473.059395,0.013015023,0.596211437,1.363631291,0.355104707,5.217445479,0.131877309,0.437951305,0.269015072,5.57377239,33935.73349,0.772868542,3.659624772,1214.591373,59.06360724,0.001489568,20382.54642,4.706097781,62.91884455,0.864347525,87.30386495,17.24400204,0.849035021,7.458731682,0.827111609
Patient 80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patient 81,0.2724193657163047,0.0432215662096429,0.7011409398357041,0.2051497538908833,0.7590515074150107,8759.831057472113,0.9251698443043316,63.72040759784728,80.26819108463825,516.9063743333616,0.9898685989933248,30.20194254468738,7.142275603488665,459.5876569734646,50974.51622012517,0.9000709778666268,0.0437574176190097,8.610441786552906,-0.1523996412841851,63.65353485863923,0.0035592348148221,44.67698646986879,0.0379721296315319,0.9314755103851172,10457.40945726552,0.008983340108755,0.6357632497459981,1.372860620681346,0.3607202607123382,5.221639286957139,0.1349305966346653,0.4739759785483186,0.2730104451545438,5.560028522277415,51159.114311,0.7698012557889106,3.004872740572173,1815.931854736308,62.72853337995397,0.0010062757438298,33131.92911308935,4.701285476272656,78.27395096710016,1.423121225732732,115.1694691724365,17.23685769914501,0.8581213626189128,7.500757464154486,0.8228005050622489
Patient 82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patient 83,0.2186912542271513,0.0345654495676063,0.4304961178704458,0.2080828422881155,0.7565159550155051,8690.772965283193,0.9442784685074088,81.0932565235908,84.16231579513482,377.7536845983788,0.992903169818879,27.74756680648812,7.312376769257697,347.2654609148892,46824.21701179172,0.9254223116603366,0.0347967653462029,9.373079572109498,-0.142673699127576,43.03323483076772,0.0020927364570701,34.91033211887804,0.031812288026627,0.9410693621863988,9743.31616372915,0.0055935567960303,0.6447989848949577,1.263363004016431,0.3074263388095806,5.467884886159279,0.0938880982449828,0.3421686092778391,0.2156883099738835,5.9416921700056,47014.58943199999,0.764794169109902,3.206437862081539,2088.192888725129,71.96039257813982,0.001151311231668,17150.36135093956,5.058836156578156,80.01955386029091,0.4898457105624912,125.2767902488573,11.43165070007369,0.8612248375243875,7.580617186149326,0.8643703013028998
Patient 84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patient 85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patient 86,0.1990135501646462,0.0267992797068521,0.5996131126418287,0.219672890152459,0.7821402874377472,7325.199599433982,0.9500997854980034,61.91395502591861,73.24125272003477,242.9507719847841,0.9894316000503728,27.54632884592297,7.285917153031578,223.491366112737,38524.70128187502,0.9329999827874071,0.0271817824999758,9.832998722240236,-0.1603922731558242,45.31869040473257,0.001642296986516,37.12441928905726,0.0252230534646753,0.9313338328285912,8462.832472849626,0.0063016100710669,0.6518203282019434,1.234037567400289,0.2851864788496911,5.755204738003787,0.083262769049948,0.4449130867894231,0.195889936760971,6.23313005185871,38708.216686,0.8151724209058125,2.913775365663045,1846.937346162453,71.73852033600916,0.0015089293648474,10476.66203824994,5.383491261196889,63.90348425555527,0.4875521919583013,96.27639507466596,10.4672186171403,0.8934546095802206,7.731040861237155,0.8776550803860984
Patient 9,0.233158189,0.040456428,0.460475895,0.326183957,0.676086621,2065.306307,0.945131149,47.0703967,53.49281541,104.0272586,0.979417063,16.88249862,6.744001514,96.22331194,11003.34544,0.926252097,0.040509057,8.838740005,-0.140309399,29.52055555,0.002802946,21.67478305,0.041745375,0.904364361,3589.114752,0.007753367,0.666571302,1.264004955,0.317779244,5.138635182,0.09475123,0.358664889,0.227698002,5.608775675,11121.3583,0.683262865,2.344243696,500.1074766,46.01683714,0.004319584,4946.827731,4.756052329,53.39338629,0.457382188,39.74159664,11.18380062,0.838071602,7.146245395,0.86694862
